news source,time,category,title,link,summary
Baotintuc.vn,16/06/2023 17:24,Xã hội,Lừa đảo làm thủ tục BHXH qua mạng xã hội,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788288,"Ngày 15/6, Bảo hiểm xã hội (BHXH) Việt Nam tiếp nhận phản ánh của anh N.T.T - trú tại phường Hiệp Thành, quận 12, TP Hồ Chí Minh về việc truy cập mạng xã hội và bị đối tượng mạo danh là nhân viên BHXH lừa đảo chuyển tiền để được giảm trùng BHXH, cắt giảm quá trình đóng trùng và hủy bỏ sổ BHXH."
Baotintuc.vn,16/06/2023 16:42,Xã hội,Nhân rộng mô hình đọc và làm theo báo Đảng,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788228,"Ngày 16/6, Ban Tuyên giáo Tỉnh ủy Lâm Đồng đã tổ chức tọa đàm về giải pháp nâng cao hiệu quả đặt mua và đọc báo, tạp chí của Đảng. Tại buổi tọa đàm, các đại biểu đã giới thiệu nhiều mô hình đọc và làm theo báo Đảng."
Bnews,16/06/2023 16:40,Xã hội,"Điểm chuẩn vào lớp 10 Phú Yên năm 2023: Cao nhất 27,75 điểm",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788191,"Sở Giáo dục và Đào tạo tỉnh Phú Yên đã chính thức công bố điểm trúng tuyển vào 11 trường THPT công lập trên địa bàn tỉnh. Cao nhất là trường THPT Nguyễn Huệ có điểm chuẩn 27,75 điểm."
Baotintuc.vn,16/06/2023 16:25,Xã hội,"Phát huy vai trò của phụ nữ trong tuyên truyền, vận động đảm bảo vệ sinh an toàn thực phẩm",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788160,"Ngày 16/6, Hội nghị sơ kết 2 năm thực hiện Chương trình phối hợp số 01 giữa Chính phủ với Hội Nông dân Việt Nam và Hội Liên hiệp Phụ nữ Việt Nam về ""Tuyên truyền, vận động sản xuất, kinh doanh nông sản thực phẩm chất lượng, an toàn vì sức khỏe cộng đồng, phát triển bền vững giai đoạn 2021 - 2025"", đã diễn ra tại Hải Phòng."
Baotintuc.vn,16/06/2023 16:21,Xã hội,Miền Bắc và miền Trung bước vào đợt nắng nóng kéo dài,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788159,"Dự báo từ ngày 17/6, miền Bắc và miền Trung có nắng nóng, có nơi nắng nóng gay gắt với nhiệt độ cao nhất phổ biến 35 - 37 độ C, miền Trung có nơi nắng nóng đặc biệt gay gắt với nhiệt độ cao nhất phổ biến 36 - 38 độ C, có nơi trên 39 độ C."
Bnews,16/06/2023 16:06,Xã hội,Điểm chuẩn vào lớp 10 năm 2023 các tỉnh thành cả nước,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788091,BNEWS cập nhật liên tục điểm chuẩn vào lớp 10 năm học 2023-2024 của 64 tỉnh thành trên cả nước.
Bnews,16/06/2023 15:54,Xã hội,Tra cứu điểm thi vào lớp 10 Ninh Bình năm 2023,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788055,BNEWS hướng dẫn thí sinh tra cứu điểm thi vào lớp 10 nhanh và chuẩn nhất.
Baotintuc.vn,16/06/2023 15:52,Xã hội,"Bến Tre tập trung thực hiện nhiệm vụ, giải pháp phục hồi, phát triển kinh tế",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788066,"Ngày 16/6, Ban Chấp hành Đảng bộ tỉnh Bến Tre, khóa XI tổ chức Hội nghị lần thứ 13 thông tin, đánh giá tình hình, kết quả thực hiện Nghị quyết Tỉnh ủy 6 tháng đầu năm và phương hướng nhiệm vụ, giải pháp 6 tháng cuối năm 2023."
Baotintuc.vn,16/06/2023 15:36,Xã hội,Thủ tướng Phạm Minh Chính tiếp Bộ trưởng Bộ Tư pháp Cuba,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6788019,"Chiều 16/6, tại Trụ sở Chính phủ, Thủ tướng Phạm Minh Chính tiếp Bộ trưởng Bộ Tư pháp Cuba Oscar Manuel Slivera Martinez và Đoàn đại biểu cấp cao Bộ Tư pháp Cuba đang thăm, làm việc tại Việt Nam."
Baotintuc.vn,16/06/2023 15:19,Xã hội,Nâng cao chất lượng công tác phát triển đảng trong sinh viên,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787987,"Dù đã đạt được những kết quả tích cực nhưng công tác phát triển đảng trong học sinh, sinh viên nói chung và sinh viên nói riêng chưa tương xứng tiềm năng hiện có ở các trường học, nhất là các trường cao đẳng, đại học. Trong đó, tỷ lệ giới thiệu đoàn viên ưu tú cho Đảng xem xét kết nạp và tỷ lệ đoàn viên được kết nạp Đảng trong khối trường học đều ở mức thấp so quy mô của khối này."
Bnews,16/06/2023 14:58,Xã hội,Tra cứu điểm thi vào lớp 10 tỉnh Cần Thơ năm 2023,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787891,Sở Giáo dục và Đào tạo TP Cần Thơ đã công bố điểm thi vào lớp 10 công lập năm học 2023 - 2024 trên địa bàn.
TT&VH,16/06/2023 14:48,Xã hội,Hà Nội: Triệt phá tụ điểm sử dụng cần sa với vỏ bọc là quán cà phê,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787870,"Công an thành phố Hà Nội cho biết, sau thời gian nắm tình hình, xác lập kế hoạch đấu tranh, lực lượng Cảnh sát điều tra tội phạm về ma túy, Công an quận Hà Đông (Hà Nội) đã triệt phá tụ điểm sử dụng cần sa với vỏ bọc là quán cà phê, bi-a."
Bnews,16/06/2023 14:39,Xã hội,Điểm chuẩn vào lớp 10 THPT chuyên Ngoại ngữ năm 2023,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787838,"Trường THPT Chuyên ngoại ngữ (Thuộc Đại học Ngoại ngữ - Đại học Quốc gia Hà Nội) đã công bố điểm chuẩn trúng tuyển vào lớp 10 hệ chuyên có học bổng, hệ chuyên, hệ không chuyên năm 2023."
Baotintuc.vn,16/06/2023 14:00,Xã hội,124 tác phẩm được trao Giải thưởng Báo chí Quốc gia năm 2022,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787739,"Trong số 157 tác phẩm vào chung khảo, Hội đồng Giám khảo đã thảo luận, thẩm định và bỏ phiếu lựa chọn 124 tác phẩm xuất sắc để trao Giải báo chí quốc gia lần thứ XVII năm 2022. Lễ trao giải sẽ diễn ra vào tối 21/6 tại Cung văn hóa Lao động Hữu nghị Việt Xô (Hà Nội)."
Baotintuc.vn,16/06/2023 13:59,Xã hội,"Xây dựng nền báo chí truyền thông chuyên nghiệp, nhân văn, hiện đại",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787732,"Ngày 16/6, Hội Nhà báo tỉnh Hải Dương tổ chức gặp mặt nhân kỷ niệm 98 năm Ngày Báo chí Cách mạng Việt Nam (21/6/1925 - 21/6/2023), trao Giải Báo chí Hội Nhà báo tỉnh năm 2022."
Baotintuc.vn,16/06/2023 13:20,Xã hội,Phó Chủ tịch Quốc hội Bờ Biển Ngà cùng Đoàn công tác thăm xã giao tại Quảng Ninh,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787708,"Ngày 16/6, Đoàn đại biểu Quốc hội Bờ Biển Ngà (Côte d'Ivoire), do ông Diawara Mamadou, Phó Chủ tịch Quốc hội làm Trưởng đoàn, có chuyến thăm xã giao tỉnh Quảng Ninh. Quyền Chủ tịch UBND tỉnh Quảng Ninh Cao Tường Huy cùng lãnh đạo một số ngành tiếp Đoàn."
Baotintuc.vn,16/06/2023 12:53,Xã hội,Cảnh sát biển đồng hành với ngư dân tỉnh Bình Thuận,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787687,"Ngày 16/6, Bộ Tư lệnh Vùng Cảnh sát biển 3 phối hợp với Ban Dân vận Tỉnh ủy Bình Thuận tổ chức chương trình “Cảnh sát biển đồng hành với ngư dân” tại xã Tân Thành, huyện Hàm Thuận Nam (Bình Thuận)."
Baotintuc.vn,16/06/2023 12:42,Xã hội,Bộ trưởng Lê Thành Long hội đàm với Bộ trưởng Bộ Tư pháp Cộng hòa Cuba,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787673,"Sáng 16/6, tại Hà Nội, Bộ trưởng Bộ Tư pháp Lê Thành Long hội đàm với Bộ trưởng Bộ Tư pháp Cộng hòa Cuba Oscar Manuel Silvera Martínez đang có chuyến thăm và làm việc tại Việt Nam từ ngày 9-19/6/2023."
TT&VH,16/06/2023 11:29,Xã hội,Cựu Tổng Giám đốc Cienco 1 bị phạt 7 năm tù,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787581,"Sáng 16/6, sau nhiều ngày nghị án, Tòa án nhân dân thành phố Hà Nội đã tuyên án vụ vi phạm quy định về quản lý, sử dụng tài sản Nhà nước gây thất thoát, lãng phí xảy ra tại Tổng Công ty Xây dựng công trình giao thông 1 (Cienco1)."
Baotintuc.vn,16/06/2023 11:13,Xã hội,Kazakhstan thông qua Hiệp định miễn thị thực cho công dân Việt Nam,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787556,Chính phủ Kazakhstan đã thông qua Hiệp định giữa Chính phủ Cộng hòa Kazakhstan và Chính phủ CHXHCN Việt Nam về việc miễn thị thực cho công dân hai nước.
Baotintuc.vn,16/06/2023 11:10,Xã hội,Ngành kiểm sát Việt Nam và LB Nga hướng tới hợp tác ngày càng thực chất và hiệu quả,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787554,"Trong khuôn khổ chuyến thăm, làm việc tại LB Nga, ngày 14/6, đoàn Viện Kiểm sát nhân dân tối cao Việt Nam, do đồng chí Lê Minh Trí, Ủy viên Trung ương Đảng, Viện trưởng Viện Kiểm sát nhân dân tối cao dẫn đầu, đã làm việc với Viện Công tố LB Nga do Tổng Công tố LB Nga Igor Krasnov dẫn đầu."
TT&VH,16/06/2023 11:07,Xã hội,Cần Thơ: Công bố điểm chuẩn tuyển sinh lớp 10 công lập năm học 2023-2024 ,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787518,Sở Giáo dục và Đào tạo thành phố Cần Thơ vừa công bố điểm chuẩn và kết quả trúng tuyển Kỳ thi tuyển sinh lớp 10 Trung học Phổ thông năm học 2023-2024.
Baotintuc.vn,16/06/2023 10:59,Xã hội,Vụ tấn công tại Đắk Lắk: Đầu thú để nhận được sự khoan hồng ,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787515,"Đến nay, lực lượng Công an cùng các đơn vị chức năng, với sự hỗ trợ của quần chúng nhân dân đã bắt giữ 46 đối tượng trong vụ tấn công tại Đắk Lắk. Trong đó, nhiều đối tượng nhận thấy hành vi sai trái, đã ra đầu thú, mong nhận được sự khoan hồng của pháp luật."
TT&VH,16/06/2023 10:46,Xã hội,Giá vàng trong nước sáng 16/6 tăng 50 nghìn đồng/lượng,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787453,"Cùng chiều với thị trường thế giới, giá vàng trong nước sáng 16/6 tăng 50 nghìn đồng/lượng."
TT&VH,16/06/2023 10:40,Xã hội,Vụ tấn công tại Đắk Lắk: Xử lý trường hợp đăng tải thông tin sai sự thật trên mạng xã hội,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787422,"Ngày 16/6, Thượng tá Nguyễn Công Hòa, Trưởng Công an huyện Ea H'leo (tỉnh Đắk Lắk) cho biết, đơn vị vừa xử lý một trường hợp đăng tải thông tin sai sự thật trên mạng xã hội về vụ tấn công vào hai trụ sở UBND xã (trong đó có khu vực làm việc của Công an xã) ở huyện Cư Kuin."
Baotintuc.vn,16/06/2023 10:03,Xã hội,Tìm thấy thi thể cháu bé bị đuối nước trên sông Trà Lý,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787339,"Sau hơn một ngày nỗ lực tìm kiếm, thi thể cháu N.T. A (sinh năm 2011, trú tại tổ 15, phường Kỳ Bá, thành phố Thái Bình) - nạn nhân trong vụ đuối nước tại sông Trà Lý đoạn qua thành phố Thái Bình đã được tìm thấy vào ngày 16/6."
Bnews,16/06/2023 08:57,Xã hội,Giá taxi và giá vé xe buýt nội thành tại Hàn Quốc đồng loạt tăng,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787189,Giá taxi và giá vé xe buýt nội thành tại Hàn Quốc đang đồng loạt tăng sau 4-5 năm đóng băng.
Baotintuc.vn,16/06/2023 08:50,Xã hội,Niềm vui từ những 'Mái ấm Công đoàn',https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787196,"Xác định công tác chăm lo cho đoàn viên Công đoàn khó khăn về nhà ở có ý nghĩa quan trọng, Liên đoàn Lao động tỉnh Bến Tre tập trung chỉ đạo các cấp Công đoàn tích cực triển khai chương trình “Mái ấm Công đoàn” do Tổng Liên đoàn Lao động Việt Nam phát động."
Baotintuc.vn,16/06/2023 08:13,Xã hội,Thiết thực hỗ trợ các nạn nhân bom mìn trên địa bàn tỉnh Lạng Sơn,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787144,"Trong 2 ngày 15 - 16/6, Đoàn công tác của Hội Hỗ trợ khắc phục hậu quả bom mìn Việt Nam do Trung tướng Phạm Ngọc Khóa, Phó Chủ tịch Thường trực Hội Hỗ trợ khắc phục hậu quả bom mìn Việt Nam làm trưởng đoàn đã phối hợp cùng với và UBND các huyện: Lộc Bình, Đình Lập và Cao Lộc, tổ chức Chương trình Tuyên truyền nâng cao nhận thức phòng tránh tai nạn bom mìn, trao hỗ trợ sinh kế cho nạn nhân bom mìn và trao xe đạp cho học sinh nghèo vượt khó của tỉnh Lạng Sơn."
TT&VH,16/06/2023 08:10,Xã hội,Nắng nóng ở khu vực Bắc Bộ có khả năng kéo dài đến khoảng ngày 21/6,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787137,"Theo Trung tâm Dự báo khí tượng thủy văn Quốc gia, các tỉnh Hà Giang, Tuyên Quan đã có mưa to trong đêm 15, rạng sáng 16/6, nguy cơ cao xảy ra lũ quét, sạt lở đất, sụt lún đất tại các tỉnh này."
Baotintuc.vn,16/06/2023 08:01,Xã hội,Thầm lặng trên mặt trận đảm bảo an ninh trật tự,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787126,"Thượng tá Phan Thị Tường Vi (sinh năm 1981), Trưởng phòng Tham mưu Công an tỉnh Long An một trong 20 cán bộ nữ của cả nước vinh dự được Bộ Công an trao tặng Giải thưởng “Phụ nữ Công an tiêu biểu” năm 2022."
Baotintuc.vn,16/06/2023 07:56,Xã hội,"Triển khai hai nhóm thủ tục hành chính liên thông về trợ cấp mai táng, cấp thẻ BHYT",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787106,"BHXH Việt Nam vừa ban hành 2 Quyết định số 706/QĐ-BHXH và 976/QĐ-BHXH về Quy trình liên thông điện tử giải quyết nhóm thủ tục hành chính (TTHC) liên thông ""Đăng ký khai tử - Xóa đăng ký thường trú - Trợ cấp mai táng phí""; “Đăng ký khai sinh - đăng ký thường trú - cấp thẻ BHYT cho trẻ em dưới 6 tuổi” trên Cổng Dịch vụ công (DVC) quốc gia."
Baotintuc.vn,16/06/2023 07:53,Xã hội,"Triển khai giải pháp lớn ổn định kinh tế vĩ mô, kiểm soát lạm phát, thúc đẩy tăng trưởng",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787105,"Văn phòng Chính phủ đã ban hành văn bản số 225/TB-VPCP thông báo kết luận của Thường trực Chính phủ tại cuộc họp về những nhiệm vụ, giải pháp lớn ổn định kinh tế vĩ mô, kiểm soát lạm phát, thúc đẩy tăng trưởng và bảo đảm các cân đối lớn của nền kinh tế trong tình hình hiện nay."
Baotintuc.vn,16/06/2023 07:00,Xã hội,"Những kết quả trong nửa nhiệm kỳ ‘sóng gió’ - Bài cuối: Coi trọng công tác phòng chống tham nhũng, tiêu cực ",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787030,"Đảng đẩy mạnh công tác xây dựng, chỉnh đốn Đảng, phòng chống tham nhũng, tiêu cực với mục đích làm trong sạch Đảng. Mặc dù rất khó khăn, nhưng Đảng vẫn quyết tâm, càng ngày càng quyết tâm hơn, qua đó đã đạt được kết quả to lớn hơn."
Baotintuc.vn,16/06/2023 06:12,Xã hội,Bhutan mong muốn tăng cường hợp tác với Việt Nam trong nhiều lĩnh vực,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787009,"Theo phóng viên TTXVN tại Nam Á, chiều 14/6, trong chuyến công tác trình quốc thư tại Bhutan, Đại sứ đặc mệnh toàn quyền Việt Nam tại Ấn Độ kiêm nhiệm Nepal và Bhutan Nguyễn Thanh Hải đã chào xã giao Thủ tướng Bhutan Lyonchhen Lotay Tshering, Chủ tịch Hạ viện Wangchuk Namgyel, Bộ trưởng Ngoại giao và Thương mại Quốc tế Tandi Dorji, Bộ trưởng Năng lượng và Tài nguyên thiên nhiên Loknath Sharma."
Baotintuc.vn,16/06/2023 06:07,Xã hội,"Thời tiết ngày 16/6: Cảnh báo lũ quét, sạt lở đất, sụt lún đất tại vùng núi Bắc Bộ",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6787003,"Theo Trung tâm Dự báo khí tượng thủy văn Quốc gia, ngày 16/6, khu vực Bắc Bộ và Thanh Hóa có mưa rào và dông rải rác, cục bộ có mưa to với lượng mưa 20-40mm, có nơi trên 50mm (thời gian mưa tập trung vào chiều tối và đêm); trong mưa dông có khả năng xảy ra lốc, sét và gió giật mạnh."
Baotintuc.vn,16/06/2023 06:00,Xã hội,Những kết quả trong nửa nhiệm kỳ ‘sóng gió’ - Bài 2: Việt Nam là điểm sáng trong bức tranh màu xám của nền kinh tế toàn cầu,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786994,"Kinh tế Việt Nam luôn tăng trưởng và ổn định, an sinh xã hội được đảm bảo. Thế giới đã đánh giá Việt Nam là điểm sáng trong bức tranh màu xám của nền kinh tế toàn cầu."
Baotintuc.vn,16/06/2023 05:49,Xã hội,Nam Định: Tấp nập chợ cá Giao Hải,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786993,"Mỗi ngày hai phiên, chợ cá Giao Hải (Giao Thủy, Nam Định) lại nhộn nhịp những người mua, kẻ bán, thuyền bè cập bến chở hải sản tươi sống vừa đánh bắt từ biển trở về."
Baotintuc.vn,16/06/2023 05:40,Xã hội,"Phòng, chống tai nạn đuối nước cho trẻ em trong dịp hè",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786985,"Tại Việt Nam, mỗi năm có trên 2.000 trẻ em tử vong do đuối nước. Đáng lưu tâm là các vụ trẻ em đuối nước xảy ra tập trung vào những tháng hè."
Baotintuc.vn,16/06/2023 05:01,Xã hội,"El Nino đã bắt đầu, Việt Nam đối diện nguy cơ xảy ra khô hạn cục bộ hoặc diện rộng",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786973,"Hiện tượng El Nino đã bắt đầu từ tháng 6, Việt Nam đối diện nguy cơ xảy ra khô hạn cục bộ hoặc diện rộng ở những nơi có nhu cầu dùng nước nhiều cho sản xuất và sinh hoạt, trong các tháng mùa khô năm 2023."
Baotintuc.vn,16/06/2023 05:00,Xã hội,Những kết quả trong nửa nhiệm kỳ ‘sóng gió’ - Bài 1: Nghị quyết của Đảng là kim chỉ nam cho hành động chỉ đạo phát triển đất nước,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786971,"Hội nghị Trung ương giữa nhiệm kỳ Khóa XIII của Đảng đã đánh giá việc thực hiện Nghị quyết trên mọi lĩnh vực. Những kết quả đạt được, những điểm còn chưa tốt cũng đã được Trung ương thảo luận, phân tích, tìm hiểu nguyên nhân khách quan, chủ quan để rút ra những bài học, đưa ra những biện pháp, giải pháp nhằm tháo gỡ, giải quyết khó khăn ấy trong nửa nhiệm kỳ cuối và các năm tiếp theo."
Baotintuc.vn,15/06/2023 22:06,Xã hội,Lễ đón Bằng ghi danh của UNESCO đối với nghệ thuật làm gốm của người Chăm,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786866,"Tối 15/6, Lễ đón Bằng của UNESCO ghi danh “Nghệ thuật làm gốm của người Chăm vào Danh sách di sản văn hóa phi vật thể cần bảo vệ khẩn cấp” và khai mạc Lễ hội Nho - Vang Ninh Thuận năm 2023 đã diễn ra trang trọng tại Quảng trường 16/4, thành phố Phan Rang - Tháp Chàm, tỉnh Ninh Thuận."
Baotintuc.vn,15/06/2023 20:50,Xã hội,"Định hướng kế hoạch kiểm toán năm 2024: Chú trọng chất lượng, không tăng nhiệm vụ so với năm 2023",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786745,"Ngày 15/6, Ủy viên Trung ương Đảng, Tổng Kiểm toán Nhà nước Ngô Văn Tuấn cho biết: Định hướng kế hoạch kiểm toán năm 2024 sẽ chú trọng vào chất lượng, không tăng nhiệm vụ kiểm toán so với năm 2023."
Baotintuc.vn,15/06/2023 20:40,Xã hội,Quy định mới về cấp Giấy chứng nhận chuyển giao công nghệ khuyến khích chuyển giao,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786734,Phó Thủ tướng Chính phủ Trần Hồng Hà vừa ký Quyết định số 12/2023/QĐ-TTg về cấp Giấy chứng nhận chuyển giao công nghệ khuyến khích chuyển giao.
Baotintuc.vn,15/06/2023 20:10,Xã hội,"Xây dựng cơ sở Hội vững mạnh, trọng tâm là nâng cao năng lực cán bộ nữ",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786682,"Ngày 15/6, tại Trung tâm Hội nghị thành phố Hải Phòng, Ban Chấp hành Trung ương Hội Liên hiệp Phụ nữ Việt Nam khóa XIII tổ chức Hội nghị lần thứ 4, đánh giá công tác Hội 6 tháng đầu năm 2023, triển khai nhiệm vụ 6 tháng cuối năm và thực hiện một số chuyên đề công tác Hội."
Baotintuc.vn,15/06/2023 19:37,Xã hội,Ông Bùi Quốc Dũng được bổ nhiệm làm Phó Tổng Kiểm toán Nhà nước,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786633,"Chiều 15/6, tại Hà Nội, Kiểm toán Nhà nước tổ chức Hội nghị công bố Nghị quyết của Ủy ban Thường vụ Quốc hội về việc bổ nhiệm Phó Tổng Kiểm toán Nhà nước đối với ông Bùi Quốc Dũng."
Baotintuc.vn,15/06/2023 19:23,Xã hội,Sẵn sàng cho việc khởi công dự án đường Vành đai 3 vào ngày 18/6,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786623,"Bốn địa phương có tuyến đường Vành đai 3 đi qua hiện đã bàn giao mặt bằng hơn 344/410 ha, đạt 84% kế hoạch, vượt chỉ tiêu Chính phủ giao (yêu cầu đến 15/6 phải bàn giao tối thiểu 70%). Như vậy, hiện các địa phương có tuyến đường Vành đai 3 đi qua đã sẵn sàng cho việc khởi công dự án vào ngày 18/6."
Baotintuc.vn,15/06/2023 18:47,Xã hội,Bế mạc Hội nghị Mạng lưới các Trung tâm Gìn giữ hòa bình ASEAN lần thứ 8,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786575,"Sau 3 ngày làm việc, Hội nghị Mạng lưới các Trung tâm Gìn giữ hòa bình ASEAN (APCN) lần thứ 8 tại Việt Nam - năm 2023 đã thành công tốt đẹp và bế mạc chiều 15/6."
Baotintuc.vn,15/06/2023 18:10,Xã hội,Phóng viên TTXVN đoạt giải A Giải thưởng Báo chí Phú Yên lần thứ XVI,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786500,"Ngày 15/6, tỉnh Phú Yên tổ chức kỷ niệm 98 năm Ngày Báo chí Cách mạng Việt Nam (21/6/1925 - 21/6/2023) và trao Giải thưởng Báo chí tỉnh lần thứ XVI năm 2022."
Baotintuc.vn,15/06/2023 18:09,Xã hội,"Bộ trưởng Bộ Quốc phòng tiếp Đại sứ, Trưởng Phái đoàn Liên minh châu Âu tại Việt Nam",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786498,"Chiều 15/6, Đại tướng Phan Văn Giang, Ủy viên Bộ Chính trị, Phó Bí thư Quân ủy Trung ương, Bộ trưởng Bộ Quốc phòng đã tiếp Ngài Giorgio Aliberti, Đại sứ, Trưởng Phái đoàn Liên minh châu Âu tại Việt Nam, chào từ biệt kết thúc nhiệm kỳ tại Việt Nam."
Baotintuc.vn,15/06/2023 17:59,Xã hội,"Bắc Bộ, Thanh Hóa có mưa rào, dông về đêm",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786452,"Theo Trung tâm Dự báo khí tượng thủy văn Quốc gia, từ đêm 15 đến đêm 16/6, khu vực Bắc Bộ, Thanh Hóa có mưa rào, dông rải rác, cục bộ có mưa to với lượng mưa 20 - 40mm/24 giờ, có nơi trên 50mm/24 giờ (thời gian mưa tập trung vào chiều và đêm); trong mưa dông có khả năng xảy ra lốc, sét, gió giật mạnh."
Baotintuc.vn,15/06/2023 17:46,Xã hội,Phát biểu của Tổng Bí thư Nguyễn Phú Trọng tại Hội nghị Đảng ủy Công an Trung ương,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786422,"Sáng 15/6, Hội nghị Đảng ủy Công an Trung ương 6 tháng đầu năm 2023 đã diễn ra tại Hà Nội. Tổng Bí thư Nguyễn Phú Trọng, Ủy viên Ban Thường vụ Đảng ủy Công an Trung ương dự và phát biểu chỉ đạo Hội nghị."
Bnews,15/06/2023 17:43,Xã hội,Bữa cơm gia đình - Ấm áp yêu thương,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786399,Ngày 15/6 tại Hải Phòng đã diễn ra sự kiện Chợ quê an toàn và Hội thi nấu ăn “Bữa cơm gia đình - Ấm áp yêu thương” do Hội Liên hiệp phụ nữ VN phối hợp Hội Liên hiệp phụ nữ thành phố Hải Phòng tổ chức.
Baotintuc.vn,15/06/2023 17:32,Xã hội,"Kỳ họp thứ 29 Ủy ban Kiểm tra Trung ương: Thi hành kỷ luật một số tổ chức đảng, đảng viên ",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786394,"Từ ngày 12 - 15/6/2023, tại Hà Nội, Ủy ban Kiểm tra Trung ương đã họp Kỳ thứ 29. Đồng chí Trần Cẩm Tú, Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Chủ nhiệm Ủy ban Kiểm tra Trung ương chủ trì Kỳ họp."
Baotintuc.vn,15/06/2023 17:19,Xã hội, Lễ ký Quy chế phối hợp giữa Tổng Thư ký Quốc hội với Thường trực các cơ quan của Quốc hội,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786367,"Trưa 15/6, tại Nhà Quốc hội, Chủ tịch Vương Đình Huệ đã dự Lễ ký Quy chế phối hợp giữa Tổng Thư ký Quốc hội, Chủ nhiệm Văn phòng Quốc hội với Thường trực các cơ quan của Quốc hội, Trưởng các cơ quan thuộc Ủy ban Thường vụ Quốc hội."
Baotintuc.vn,15/06/2023 16:52,Xã hội,"Ủy ban Kiểm tra Trung ương xem xét, đề nghị kỷ luật một số cơ sở đảng và đảng viên",https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786296,"Từ ngày 12 đến ngày 15/6, Ủy ban Kiểm tra Trung ương đã họp Kỳ thứ 29 dưới sự chủ trì của đồng chí Trần Cẩm Tú, Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Chủ nhiệm Ủy ban Kiểm tra Trung ương."
Baotintuc.vn,15/06/2023 16:35,Xã hội,Miền Bắc sắp đón nắng nóng gay gắt,https://vnanet.vn/Frontend/TrackingView.aspx?IID=6786222,"Dự báo từ 17/6, nắng nóng gia tăng ở miền Bắc, nhiều nơi có nắng nóng gay gắt, dự báo kéo dài 4-5 ngày."
